"Name","URL","FirstParagraph"
"Basir  Mahmood","http://www.sharjahart.org/people/people-by-alphabet/m/mahmood-basir","b. 1985, Lahore, PakistanLives and works in Lahore"
"Firoz Mahmud","http://www.sharjahart.org/people/people-by-alphabet/m/mahmud-firoz","The work of Firoz Mahmud is an investigation into social, political and belief systems and their interaction with human reality, both historically and in the present."
"Taus Makhacheva","http://www.sharjahart.org/people/people-by-alphabet/m/makhacheva-taus","b. 1983, Dagestan, Russia"
"Jawad Al Malhi","http://www.sharjahart.org/people/people-by-alphabet/m/malhi-jawad-al","Born in the Jerusalem refugee camp Shuafat, Jawad Al Malhi has used painting, photography, mixed media and even refrigeration, in work that is a remarkably consistent and insistent exploration of the spaces and experiences of marginalised communities, especially those in the place of his birth."
"Waheeda Malullah","http://www.sharjahart.org/people/people-by-alphabet/m/malullah-waheeda","Using video, photography, installation and performance, Waheeda Malullah playfully examines the roles adopted by Islamic women and the rules and mechanisms that control the world in which she lives."
"Jumana  Manna","http://www.sharjahart.org/people/people-by-alphabet/m/manna-jumana","Biography"
"Cinthia  Marcelle","http://www.sharjahart.org/people/people-by-alphabet/m/marcelle-cinthia","b. 1974, Belo Horizonte, BrazilLives and works in Belo Horizonte"
"Alexander  Markov","http://www.sharjahart.org/people/people-by-alphabet/m/markov-alexander","Alexander Markov has earned degrees from St.Petersburg University of Culture and Arts and the Cinema History Department of the Russian Institute of Art History. He also studied at the Konrad Wolf University of Film & Television Art, Potsdam Babelsberg. In 2003, he translated three books on the work of Wim Wenders from German to Russian titled The Logic of Images. Since 2005, he has been teaching directing and film history in St.Petersburg’s University of Cinema and Television. Markov’s films include Museum of Dreams (2000), Cities Within Cities (2003), Two Highways with Nick Teplov (2008) and Delusion (2010). In 2010, he was a member of the jury for the 13th PURE DREAMS International Film Festival in Saint-Petersburg."
"José Luis Martinat","http://www.sharjahart.org/people/people-by-alphabet/m/martinat-josa-luis","Working with video, drawing, photography and text, the work of José Luis Martinat is often characterised by the appropriation and then deconstruction and manipulation of pre-existing material."
"Rashid Masharawi","http://www.sharjahart.org/people/people-by-alphabet/m/masharawi-rashid","Rashid Masharawi was born and raised in Shati refugee camp in the Gaza Strip. He is a self-taught filmmaker. In 1996 he founded the Cinema Production Centre (CPC) in Ramallah, Palestine, which organises workshops geared towards teaching young Palestinian filmmakers how to navigate the field of film production. In addition, the centre’s Mobile Cinema Department screens films in remote villages and refugee camps, bringing cinema to communities who are otherwise deprived of the opportunity to engage with quality films."
"Hassan Massoudy","http://www.sharjahart.org/people/people-by-alphabet/m/massoudy-hassan","Biography"
"Hiroyuki Masuyama","http://www.sharjahart.org/people/people-by-alphabet/m/masuyama-hiroyuki","The work of Hiroyuki Masuyama pays homage to the great 19th century landscape artists, reflecting the interrelation between time, space and medium in a distinct and compelling way."
"Ahmed Mater","http://www.sharjahart.org/people/people-by-alphabet/m/mater-ahmed","b.1979 in Tabuk, Saudi ArabiaLives and works in Abha, Saudi Arabia"
"Josephine Meckseper","http://www.sharjahart.org/people/people-by-alphabet/m/meckseper-josephine","Josephine Meckseper’s installations, photography and film works have been exhibited in numerous solo exhibitions in the USA and Europe, including a retrospective at the Kunstmuseum Stuttgart (2007), and she has a major upcoming solo show at the FLAG Art Foundation in New York (2011). Her work has consistently featured in international group shows and biennials including Prospect, New Orleans (2008), the second Moscow Biennial of Contemporary Art (2007), the Biennial of Contemporary Art of Seville (2006), Biennale d’Art Contemporain de Lyon (2005) and most recently the Whitney Biennial (2010)."
"Gita Meh","http://www.sharjahart.org/people/people-by-alphabet/m/meh-gita","Iranian artist Gita Meh uses visual and written language as tools to form a space for human interaction and cultural integration, goals that originate from her own personal history and experience of migration and intercultural negotiation."
"Shohreh  Mehran","http://www.sharjahart.org/people/people-by-alphabet/m/mehran-shohreh","Shohreh Mehran is a painter and a graphic designer. She graduated with a degree in Graphic Arts from the Tehran College of Arts. Often communicating by absence rather than presence, Mehran’s images capture and distil contemporary Iranian scenes and people, particularly in the urban and social context of Tehran.  She has exhibited widely in Iran and her work has also been shown in group shows in Europe and the US including most recently, Etemad Gallery at Slick, Palais de Tokyo, Paris (2010), IRAN TODAY, Brigitte Schenk Gallery, Koln (2010) and the United Nations in New York (2000)."
"Bjørn Melhus","http://www.sharjahart.org/people/people-by-alphabet/m/melhus-bjarn","Bjørn Melhus is a German-Norwegian media artist and Professor of Film. His work has been shown at numerous international film festivals and galleries including Tate Modern and LUX, London, the Museum of Modern Art (MediaScope), New York, the Centre Pompidou, Paris, the Sprengel Museum Hanover and others. He lives in Berlin."
"Julia Meltzer","http://www.sharjahart.org/people/people-by-alphabet/m/meltzer-julia","Julia Meltzer is a filmmaker and artist who lives and works in Los Angeles. Her work with David Thorne has been awarded prizes at the European Media Arts Festival, Transmediale, and the Rio de Janeiro Short Film Festival. Her art work has been exhibited at Modern Art Oxford, Steve Turner Gallery, HomeWorks IV in Beirut, and the 2008 Whitney Biennial, among others. She is a recipient of grants from Art Matters, the Louis Comfort Tiffany Foundation, the Rockefeller Media Arts Fellowship Fund, the Guggenheim Foundation, and was a Fulbright Fellow in Damascus, Syria in 2005–6. She is a fluent Spanish speaker and proficient in Arabic spoken dialect."
"Cesar Meneghetti","http://www.sharjahart.org/people/people-by-alphabet/m/meneghetti-cesar","Cesar Meneghetti is an artist. He earned a degree in Visual Communication from the School of Fine Arts at the Armando Álvares Penteado Foundation. Using audiovisual media, photography, painting, sculpture and installation, his works centres on the politics of migration and borders between the Northern and Southern hemispheres."
"Amina Menia","http://www.sharjahart.org/people/people-by-alphabet/m/menia-amina","Born in 1976, Algiers, AlgeriaLives and works in Algiers"
"Almagul Menlibayeva","http://www.sharjahart.org/people/people-by-alphabet/m/menlibayeva-almagul","Almagul Menlibayeva has gained international recognition exhibiting at the 15th Sydney Biennial, the 51st, 52nd and 53rd Venice Biennales, MUHKA, Antwerp, Belgium, Queens Museum, New York, Herbert F. Johnson Museum, Ithaca, New York, Stenersen Museum, Oslo, the University of California, San Diego, Museo Universitario del Chopo, Mexico City, and Queensland Art Gallery, Bisbane. Menlibayeva's videos have been shown at the Santiago International Film Festival, Chile, and the Oberhausen and Rotterdam Film Festivals. She recently received a grant from the Open Society Institute Budapest, Art and Culture Network Program. She lives and works in Kazakhstan and Berlin."
"Maalem Abdelkébir  Merchane","http://www.sharjahart.org/people/people-by-alphabet/m/merchane-maalem-abdelkabir","Maalem Abdelkébir Merchane was born in 1951 in Marrakech. He began studying the art of gnaoui at the age of 9 and participated in many lilas at a very young age. His masters, Mohamed El Ayachi Bakbou Sam and Hmida Boussou initiated him into the purest form of the tagnaouite tradition, and his current style includes Marsaoui and Marrakech. He has participated in many international festivals in Europe, in numerous Arab countries, in Japan, India and elsewhere, and has released numerous records. He has played with several well-known musicians including Mokhtar Samba, Jean Philippe Rykiel, Karim Ziad and others. Merchane now leads Ouled Sidi H’Mou group, which is one of the great messengers of the Gnawa art worldwide. Founded in 1970, Ouled Sidi H’Mou is a popular music group of Moroccan Gnawa in Marrakech, consisting of 8 musicians. They are based in Marrakech."
"Angelica Mesiti","http://www.sharjahart.org/people/people-by-alphabet/m/mesiti-angelica","b. 1976, Sydney, AustraliaLives and works in Sydney and Paris, France"
"Eva Meyer-Keller","Choreographer and performer","http://www.sharjahart.org/people/people-by-alphabet/m/meyer-keller-eva"
"Bill  Meyers","http://www.sharjahart.org/people/people-by-alphabet/m/meyers-bill","Bill Meyers, 1940-2005, USA. Germanist. From 1974 he travelled frequently in former East Germany (GDR). From the mid-80s, as part of his personal mission to break down hostile misconceptions and with a grant from the Rockefeller Foundation, he made many videos about everyday life in the GDR. For long while he then toured with his films throughout the USA."
"The Ministry for State Security (Ministerium für Staatssicherheit)","http://www.sharjahart.org/people/people-by-alphabet/m/ministry-of-state-security","The Ministry for State Security (German: Ministerium für Staatssicherheit, commonly known as the Stasi (abbreviation German: Staatssicherheit, literally State Security), was the official state security service of East Germany. It was widely regarded as one of the most effective and repressive intelligence and secret police agencies in the world. The MfS motto was “Schild und Schwert der Partei” (Shield and Sword of the Party), that is the ruling Socialist Unity Party of Germany (SED). –Wikipedia"
